类别,文件,ID,英文,中文
基础,main.xml,StatRepairCost,"Repair Cost","修理或加速建造"
基础,main.xml,ShotMassDriver,"Mass Driver","粒子冲击炮"
基础,main.xml,AIReinforcement2A,"AI Alerted To Your Presence - Reinforcement Is Likely","人工智能已发现您--可能会进行增援"
基础,main.xml,TExpansions,"Expansions","扩展包"
基础,main.xml,SecondaryAISuperTerminals,"AI Progress:    Greatly disrupt AI production (at high risk to yourself) by capturing their SuperTerminals.","人工智能进度：占领超级终端机（可能要冒着很大的危险）来降低进度。"
基础,main.xml,DControlNodes,"Control nodes that let you alter certain aspects of how your civilization works.","控制指令改变您的单位工作的方式。"
基础,main.xml,ShowIconsAt,"Show Icons at:","显示简称于："
基础,main.xml,KickPlayer,"Kick Player","踢出玩家"
基础,main.xml,DPriority2,"Click this button (or press Alt+0), then left-click a planet to set its priority to 2.
Setting the priority of a planet is just for your team's reference in strategic planning.
Left-click to set a planet's priority, right-click to clear it.","点击此按钮（或按下Alt+2），然后左键单击一个行星来将它的优先级设为2。
设置行星优先级可以给您的队伍的行动提供参考。
左键单击以设定优先级，右键单击以取消。"
基础,main.xml,TAITTechHomeworld,"Technologist Homeworlder","家园捍卫专家"
基础,main.xml,CrystalRate,"Crystal Income Rate","水晶收入率"
基础,main.xml,Updates_chkUseUAC,"Use Admin Rights To Update (Required In Vista/Win7)","使用管理员权限来进行更新（Vista/Win7下使用）"
基础,main.xml,MainMen_lblProfile,"Current Profile:","当前档案"
基础,main.xml,HideSummaryCounts,"Hide Planetary Summary Icon Counts","隐藏行星总结里单位的数量"
基础,main.xml,IncludedMinorFactions,"Minor Factions To Include:","非玩家小势力："
基础,main.xml,NTractorBeams,"There are several ship types that use tractor beams, and all of them will be disabled if this option is deselected.  Ships that have tractor beams can grapple enemy ships and prevent them from moving.  The tractor beam will only be broken when one of the ships dies.

Mobile ships with tractor beams can drag their prey behind them.","有一些单位拥有牵引光束，关闭这个选项将让它们都不可用。拥有牵引光束的单位可以牵引敌方部队，使它们不能移动。牵引光束持续到其中一方被摧毁为止。

拥有牵引光束的移动部队可以将敌人拖在身后一起移动。"
基础,main.xml,NAITypeDiffModer,"MODERATE","适中"
基础,main.xml,BSinglePlanetControlNodes,"S-CTRL","单控"
基础,main.xml,NetSyncOne,"1 Message (Warning: No Progress Meter)","1 信息（警告：无进度表）"
基础,main.xml,DockIsPaused,"Current Setting: Paused -- Click To Resume Building.","当前设置：已暂停--点击以恢复正常。"
基础,main.xml,Config_UserDataFail2,"Unable to create user data.  You do not seem to have access to either of these:","无法创建用户档案。您似乎无法打开以下文件夹："
基础,main.xml,Win,"You Win!","您胜利了！"
基础,main.xml,HighScores_Incomplete,"Incomplete","未完成的"
基础,main.xml,RiotControlStarshipII_Template_2_Desc,"Heavily armed, mounts three shotguns.","重型武装，装备3个霰弹枪。"
基础,main.xml,DPriority3,"Click this button (or press Alt+0), then left-click a planet to set its priority to 3.
Setting the priority of a planet is just for your team's reference in strategic planning.
Left-click to set a planet's priority, right-click to clear it.","点击此按钮（或按下Alt+3），然后左键单击一个行星来将它的优先级设为3。
设置行星优先级可以给您的队伍的行动提供参考。
左键单击以设定优先级，右键单击以取消。"
基础,main.xml,ShotImpulseReactive,"Impulse Reactive","脉冲"
基础,main.xml,CountStarship,"Star ","星舰"
基础,main.xml,RiotControlStarshipIII_Template_3_Desc,"Medium range machine guns, a shotgun, a multiplex tractor beam, and two forcefields.","装备中距离机枪，1个霰弹枪，1个牵引机，2个防暴盾。"
基础,main.xml,NormalShips,"Normal","普通"
基础,main.xml,NetSyncNOver800,"N/800 Messages","N/800 信息"
基础,main.xml,TTutorials,"Tutorials / Manual","教程/指引"
基础,main.xml,SetToDef,"Set To Default","设为默认值"
基础,main.xml,DidYouReally,"Did you really expect that to work?","你真的以为那会有用？"
基础,main.xml,HoverDamage,"Dmg: ","伤害："
基础,main.xml,ChooseSave,"Choose A Saved Game To Load:","选择一个存档来读取："
基础,main.xml,Header_notes,"Notes","注释"
基础,main.xml,TAITBully,"Bully","恶霸"
基础,main.xml,Score_Disabled,"DISABLED","不可用的"
基础,main.xml,DUpdates,"The game automatically checks for updates.  Click here to manually check for updates, or to apply updates that have been found, or to manually install an update that you downloaded from elsewhere.","游戏自动检查更新。点击这个选项将手动检查更新、应用已找到的更新或是手动安装更新。"
基础,main.xml,TEnableCheats,"Enable Cheats","启用作弊码"
基础,main.xml,EnterServerAddress,"Enter A Server Address To Connect Directly","输入服务器的地址来连接"
基础,main.xml,Score_NotConn,"NOT CONNECTED","未连接"
基础,main.xml,DUpdatesAIWarDis,"This functionality is disabled in your edition of the game.  This typically means that the game is updated for you by an outside distribution platform.","这个功能在您的版本上不可用。这通常意味着您的游戏不提供更新。"
基础,main.xml,UAITCounterSpy,"Counter Spy","反间谍塔"
基础,main.xml,CloakedEnemyShip,"Cloaked Enemy Ship","隐形的敌方单位"
基础,main.xml,MainMenu,"Main Menu","返回主菜单"
基础,main.xml,PlanetIntel2," Intel","的信息"
基础,main.xml,NeededEnergyReenable,"Needed energy to re-enable","恢复到正常模式消耗的能量"
基础,main.xml,AIReinforcement2B,"AI Unaware Of Your Presence - Reinforcement Is Unlikely","人工智能未发现您--不会进行增援"
基础,main.xml,TCheckForUpdates,"Manually Check For Updates","手动检查更新"
基础,main.xml,StatBtnMilitary,"Military","军事"
基础,main.xml,ZoomSpeed,"Zoom Speed:","缩放速度："
基础,main.xml,StartingGame12,"Calculating AI Planet Levels...","计算人工智能行星的等级……"
基础,main.xml,Intro_story4,"But this did not come about in a way that anyone could foresee.","但有一件令我们都意想不到的事发生了。"
基础,main.xml,ShipTotals4,"Unknown (You Have No Scouts Here)","未知（您还未侦察这里）"
基础,main.xml,NAITAttritioner,"Planets are all moderately defended, except that each one has an Attrition Emitter, which drains the health of any human ships in the system.  Does heavy attacks on the players.
 ","所有行星都有着中等力量的防御，每个行星上都有一个耗损脉冲发射器，并且会凶猛地进攻玩家。"
基础,main.xml,NHeavyDefense2,"- Force Fields","- 力场"
基础,main.xml,AvailPostLock," Available For Build","个部队可以建造"
基础,main.xml,TNumPlanets,"Number Of Planets","行星数"
基础,main.xml,EngRepairing,"Repairing","修理或加速建造"
基础,main.xml,LoadFailed1,"Could not load your save file!  Details below: ","无法读取您的存档！详情如下："
基础,main.xml,DMapFilters,"Click this button to toggle between secondary counts filters.
Galaxy Map Display modes that already filter to My, All, Team, or Enemy will ignore this setting.
Current Filter:    ","点击此按钮以切换星图显示过滤器。
当前过滤器："
基础,main.xml,Start_DB,"Updating Internal Databases","更新内部数据库"
基础,main.xml,CloakingBoosted,"Cloaking Boosted","隐形强化"
基础,main.xml,StatTech,"Tech","科技"
基础,main.xml,LastScouted1,"Last Scouted:                 ","最近一次侦察："
基础,main.xml,TutorialHeader,"AI War is a very different sort of RTS game.  These tutorials will get you up to speed.  But first, please note these basics:","人工智能战争与您平时玩的即时战略游戏并不太一样。教程将让您了解它的玩法。首先，您需要注意以下几点："
基础,main.xml,VeryFarZoom,"Disable Very Far Zoom","防止过远的缩放"
基础,main.xml,HighScores_AIMinorFactions,"AI Minor Factions","非玩家小势力"
基础,main.xml,BEconomic,"ECON","经济"
基础,main.xml,EmptyQ,"Empty Queue","空队列"
基础,main.xml,UnloadButton,"UNLOAD","卸载"
基础,main.xml,NParasites,"Parasites reclaim enemy ships they kill (reclaimed ships have health equal to half the damage inflicted by reclamator).","寄生虫能够操控它摧毁的战舰（被操控的战舰机能为寄生虫造成的伤害的一半）。"
基础,main.xml,Close,"Close","关闭"
基础,main.xml,DFind,"Click this button to find all ships of a certain type.","点击此按钮以查找特定类型的所有单位。"
基础,main.xml,TBSPause,"Use TBS-Friendly Pause","启用后在暂停时可以下命令"
基础,main.xml,TSimpleShips,"Simple","简单"
基础,main.xml,DTotals7,"

Map Seed / Map Style / Available Ships:     ","星图随机码/星图样式/可用单位："
基础,main.xml,ShotLaser,"Laser","激光"
基础,main.xml,NExperimentalStar,"Experimental Starhips","试验性星舰"
基础,main.xml,UnknownResources,"Unknown","未知"
基础,main.xml,Place_Worm,"Ships cannot be placed directly on wormholes.","单位不能放置在虫洞之上。"
基础,main.xml,UAITEntHomeworld,"Captive Human Settlements","俘虏集中营"
基础,main.xml,NNormalShips,"All bonus ship types will be used EXCEPT for:","只有以下类型的单位不可用："
基础,main.xml,Warn_RebelColonyHealth2," invisibility lost - health down to ","失去隐形效果 - 机能下降到了"
基础,main.xml,GroupMoveStyle,"Current Movement Style:  Ship Movement Is Grouped
When you select multiple ship types and issue a move order, the faster ships move at the same
speed as the slower ones (not counting ships with damaged engines).
This makes it simpler to move ships as a unified group.","目前移动方式： 单位群体移动
当您让多类型部队混合舰队移动时，快速的单位将与慢速的单位的速度保持一致（不算上引擎受损导致的减速）。
这让舰队能以群体进行移动。"
基础,main.xml,AIPlot,"AI Plots:","人工智能计划："
基础,main.xml,MultipleHomes2,"This gives the player massively more resources at the start, but also ","那些玩家在一开始可以获得大量资源，"
基础,main.xml,FileDumped1,"Dump file '","转存文件“"
基础,main.xml,UnitStatsM3,"        Range:    ","攻击范围："
基础,main.xml,BModRiot,"MOD:RIOT","模块"
基础,main.xml,DPriority0,"Click this button (or press Alt+0), then left-click a planet to set its priority to 0.
Setting the priority of a planet is just for your team's reference in strategic planning.
Left-click to set a planet's priority, right-click to clear it.","点击此按钮（或按下Alt+0），然后左键单击一个行星来将它的优先级设为0。
设置行星优先级可以给您的队伍的行动提供参考。
左键单击以设定优先级，右键单击以取消。"
基础,main.xml,HighScores_TeamKillToLoss,"Team Kill To Loss","团队战损率"
基础,main.xml,DTraders,"Powerful ships that can only be acquired through expensive trade.","通过贸易能获得极强大但极度昂贵的单位。"
基础,main.xml,InvalidWindowWidth,"The width of the game window must be set betwen 1024 and 6000.","窗口宽度必须在1024到6000之间。"
基础,main.xml,SyncingGame2,"Linking Planets...","正在连接行星……"
基础,main.xml,StatBtnGraphs,"Graphs","图像"
基础,main.xml,BMercenary,"MERC","佣兵"
基础,main.xml,Autosaving1,"Autosaving at ","在"
基础,main.xml,RiotControlStarshipII_Template_3_Abbr,"RESP","中程"
基础,main.xml,NNoFog,"You can view enemy ships at any planet, and the planetary summary always shows enemy ships.","您可以看到所有行星，行星概况中一直显示敌人的单位。"
基础,main.xml,Autosaving2,"...","自动存档……"
基础,main.xml,StartingGame7,"Calculating Upgraded AI Planets...","计算已升级的人工智能行星数……"
基础,main.xml,SetDefaultLevels,"Set Default Levels","全部设为默认值"
基础,main.xml,DAutoAIProgAmnt,"The host sets the amount the AI Progress will increase on each time interval. (1 is recommended)","主机可以设置每隔一定时间人工智能进度增长多少。（推荐1）"
基础,main.xml,StarfieldStyle,"Starfield Style:","星空风格："
基础,main.xml,Reconnect,"Would you like to try reconnecting to the server?
(If you Cancel, it will ask you again immediately.)","您想要尝试重新连接到服务器吗？
（如果您取消，它会立刻再次询问。）"
基础,main.xml,DisablePlanetDisplay,"Disable Planet Display","禁止显示行星"
基础,main.xml,DeleteSave,"Delete the savegame","删除存档"
基础,main.xml,AIDifficultyItem17,"10 Doom","10 灭世浩劫"
基础,main.xml,DCombatDangerous,"The game host can click this button to toggle the current combat style.
Combat Style can only be changed once per game.  To change it more than once, you will have to save and reload your game.
Current Style: Fast &amp; Dangerous (Ships move and reload at 2x speed, and do 2x damage)","主机可以点击此按钮来改变战斗方式。
战斗方式一局游戏只能改变一次。若想要改变多次，您需要保存后重新读取您的存档。
当前战斗方式：快速而危险（单位以2倍速度进行移动和重装弹药，并造成2倍伤害）"
基础,main.xml,NMercenary,"Mercenary Ships","雇佣部队"
基础,main.xml,Wave_To," to ","前往"
基础,main.xml,CtrlClickBuild1,"TIP:  If you want to build all the ","小提示：如果您想在当前行星上一次性建造所有"
基础,main.xml,Autosave_PrePlayerEdit,"PrePlayerEdit","玩家编辑"
基础,main.xml,Achievements_Name,"Name","名称"
基础,main.xml,AIPChangeDescription_Cheat,"From Cheat","由于作弊码"
基础,main.xml,Header_galaxy,"Galaxy View","星系视图"
基础,main.xml,Start_DX,"Initializing DirectX","初始化DirectX"
基础,main.xml,SelectSave,"Please select a savegame first.","请先选择一个存档。"
基础,main.xml,DAIMod,"The host sets an optional rules modifier that applies to all AIs in the game.","主机可以设定这些可选选项，它将应用于所有人工智能。"
基础,main.xml,SaveFailedT,"Save Failed","存档失败"
基础,main.xml,YesNoB,"(Press Y or Enter to Confirm, Any Other To Cancel)","（按Y或回车键确定，其它任意键取消）"
基础,main.xml,UnitStatsA4,"        Engine Health:   ","引擎机能："
基础,main.xml,UAITShadow,"Planetary Cloaker","行星隐形仪"
基础,main.xml,SelectProfile,"Please select a profile first.","请先选择一个档案。"
基础,main.xml,ExpansionUnlockFail,"You are currently playing the TRIAL version of the game.  You cannot unlock an expansion until you have unlocked the game itself.","您的游戏是试玩版本，除非解锁游戏本体，否则您无法解锁扩展包。"
基础,main.xml,PlanetPriority2," (Last Set By ","（最近一次由"
基础,main.xml,Intro_story10,"But as this new war begins, the AIs' brutality makes us wonder:","但当这场新的战争开始时，人工智能的残忍使我们疑惑："
基础,main.xml,Dump,"Dump","转存"
基础,main.xml,DTotals3,"
Planets Held By Enemies:     ","敌人拥有的行星数："
基础,main.xml,NoSlotsB2," was rejected due to the game being full.","被拒绝进入，由于玩家人数已满。"
基础,main.xml,MapTab,"Map","星图"
基础,main.xml,ToolbarExitT,"Exit AI War?","确定退出吗？"
基础,main.xml,PreferredColor,"Preferred Color:","常用的颜色："
基础,main.xml,NewSeed,"New
Map
Seed","新的
星图
随机码"
基础,main.xml,BRebels,"REBEL","反抗"
基础,main.xml,AIDifficultyItem11,"8.3 Hard","8.3 较难"
基础,main.xml,HoverHit,"Hit: ","命中："
基础,main.xml,DTurret,"Stationary turrets for defending your planets.","用于保卫行星的固定炮塔。"
基础,main.xml,DWarhead,"Powerful, expensive missiles to help take down difficult enemy planets.","强大，昂贵的飞弹，能帮助您拿下难以攻击的敌人行星。"
基础,main.xml,ShotBeamWeapon,"Beam Weapon","光束武器"
基础,main.xml,NoProfile,"No Profile Selected!","未选中任何档案！"
基础,main.xml,OverwriteFileT,"Overwrite existing file?","覆盖已有的存档？"
基础,main.xml,ConnectionLost,"Server Connection Lost...","与服务器连接中断……"
基础,main.xml,BDefense,"DEF","防御"
基础,main.xml,CrystalStored,"Crystal Stored","水晶存量"
基础,main.xml,LoadingGame9a,"Sending","发送"
基础,main.xml,PMetal," Metal","金属"
基础,main.xml,NAITRandomAllNonTechno,"A random AI type that includes all types except the technologist types.
 ","包括所有类型但不是专家类型的人工智能。"
基础,main.xml,WhyLives,"Why do you throw your lives away?","你不要命了么？"
基础,main.xml,NHeavyDefense5,"  The ultimate defensive ships, massively-powerful immobile units that strike multiple ships in their limited range.","终级防御单位，极度强大但不可移动，同时攻击多个单位。"
基础,main.xml,StartingGame16,"Adding Starting AI Units (Guard Posts)...","放置人工智能初始部队（守卫据点部队）……"
基础,main.xml,SyncingGame5,"Finalizing Player Data...","完成玩家数据……"
基础,main.xml,Profiles,"Profiles:","档案："
基础,main.xml,TQuitGame,"Quit","退出游戏"
基础,main.xml,CouldNotStartServer1,"Your game has been loaded, but no other players will be able to join.  If this was a multiplayer save, gameplay will not be able to proceed.","您的游戏已加载，但没有其他玩家加入。如果这是一个多人游戏的存档，游戏将无法继续。"
基础,main.xml,PlanetPriority1,"Priority:                            ","优先级："
基础,main.xml,DVisibility,"The host sets this value -- the default is FULL FOG OF WAR.","主机可以改变它的设置-默认为完全战争迷雾。"
基础,main.xml,MMapFilters,"Galaxy Map Filters","星图显示过滤器"
基础,main.xml,BMarkIToIII,"I-III","I-III型"
基础,main.xml,CombineSummaryColors,"Combine Planetary Summary Icon Colors","统一行星总结图标颜色"
基础,main.xml,ShipsBuilt,"Ships Built","建造的部队数"
基础,main.xml,RiotControlStarshipIII_Template_2_Abbr,"SPRS","短程"
基础,main.xml,BExperimental,"EXP","试验"
基础,main.xml,LoadingGame2,"Freezing Game Loop...","冻结游戏循环……"
基础,main.xml,AIPReduction,"AI Progress Reduction: ","人工智能进度减少："
基础,main.xml,NHeavyDefense4,"- Fortresses","- 堡垒"
基础,main.xml,TAchievements,"Achievements","玩家成就"
基础,main.xml,TTurrets,"Turrets","炮塔"
基础,main.xml,Start_Start,"Starting up...","启动中……"
基础,main.xml,TAITTurtle,"Turtle","乌龟"
基础,main.xml,StartingGame3,"Assigning AI Home Planets...","放置人工智能母星"
基础,main.xml,BMinimapResWorm,"RW","宇"
基础,main.xml,ExpansionDisabledFull,"      (Installed, But Disabled)","（已安装了，但并未启用）"
基础,main.xml,Score_Wait,"WAIT","等待"
基础,main.xml,TUpdatesZenith,"Content For The Zenith Remnant","更新天顶残存"
基础,main.xml,InvalidSettings,"Invalid Changes","设置不正确"
基础,main.xml,NAITTechHomeworld,"Like the Entrenched Homeworlder, except the enemy uses only the highest-technolgies right from the start (these are quite a formidable foe).
 ","基本与家园捍卫者相同，但敌人从一开始就使用高等级的部队。"
基础,main.xml,GroupLocation1,"Local:    ","本星："
基础,main.xml,HoverCrystal,"(Build Crystal Harvester Here)","（在这里建造水晶采集厂）"
基础,main.xml,MFindShipsT,"Ships - ","单位 -"
基础,main.xml,ShipTotals5,"Last Seen:    ","于"
基础,main.xml,DTotals9,"
AI Mods:     ","人工智能选项："
基础,main.xml,AIWarSettings,"AI WAR SETTINGS","人工智能战争游戏设置"
基础,main.xml,DockBuildQ," Build Queue","建造队列"
基础,main.xml,BMinimapMilitary,"Mil","军"
基础,main.xml,ReqKnowledge,"Required Knowledge: ","解锁需要知识："
基础,main.xml,DifficultyAbbr,"Diff","难度"
基础,main.xml,Warn_Marauders,"marauders attacking","海盗来袭"
基础,main.xml,StatBtnShips,"Ships
By Player","玩家单位"
基础,main.xml,MainMen_btnHighScores,"High Scores","积分排行"
基础,main.xml,NAITBully,"Planets are all moderately defended, and they harass the weakest player with prejudice.
 ","所有行星都有着中等力量的防御，并会经常骚扰最弱的玩家。"
基础,main.xml,TUpdatesBeta,"Beta Updates","Beta更新"
基础,main.xml,AIDifficultyItem5,"5 Easy","5 容易"
基础,main.xml,FastAndDangerous,"Fast &amp; Dangerous","快速而危险"
基础,main.xml,ComplexShips,"Complex","复杂"
基础,main.xml,NLobbyCombatFast,"All ships move and reload 2x as fast and have 2x as much attack power.
 
This mode is for advanced players who don't micromanage their ships and who generally don't need time to stop and think during battles.","单位以2倍速度进行移动和重装弹药，并造成2倍伤害。
 
推荐不喜欢微操且喜欢激烈战斗的玩家使用。"
基础,main.xml,AddInfo,"Add Profile Information","添加档案信息"
基础,main.xml,Header_attack,"Attack","攻击"
基础,main.xml,Health,"Health","机能"
基础,main.xml,NetSyncOneHundred,"100 Messages (Pre-2.0 Default)","100 信息（之前版本默认）"
基础,main.xml,CountMetal,"M ","金属"
基础,main.xml,Intro_story6,"It was the AIs that first learned to cooperate.","现在它们已经学会了如何合作，"
基础,main.xml,TStarships,"Starships","星舰"
基础,main.xml,NAITTechHammer,"Like the Sledge Hammer, except the enemy uses only the highest-technolgies right from the start (these are quite a formidable foe).
 ","基本与强力铁锤相同，但敌人从一开始就使用高等级的部队。"
基础,main.xml,HideRechargeBars,"Hide Ship Recharge Bars","隐藏指示单位重装弹药的进度条"
基础,main.xml,NEnableCheats,"The host can set whether or not cheat codes are enabled for the game.  See the ArcenWiki for a list of cheat codes.","主机可以设定是否在游戏里启用作弊码。"
基础,main.xml,BRiotStarship,"RIOT","防暴"
基础,main.xml,InsufEnergy,"Insufficient Available Energy to finish item in build queue!","现有的能量无法完成建造队列里的任务！"
基础,main.xml,VersionMismatch2," of the game.","的游戏。（建议使用相同的汉化包或中文版）"
基础,main.xml,NormalSpeed,"Normal","普通"
基础,main.xml,Send,"Send","发送"
基础,main.xml,DModRiot,"Modules for the Riot Control Starship MkI.","防暴星舰上的模块。"
基础,main.xml,TutorialComplete2,"

Would you like to start it now?","想要现在就开始下一个教程么？"
基础,main.xml,DPriority4,"Click this button (or press Alt+0), then left-click a planet to set its priority to 4.
Setting the priority of a planet is just for your team's reference in strategic planning.
Left-click to set a planet's priority, right-click to clear it.","点击此按钮（或按下Alt+4），然后左键单击一个行星来将它的优先级设为4。
设置行星优先级可以给您的队伍的行动提供参考。
左键单击以设定优先级，右键单击以取消。"
基础,main.xml,NoMapT,"No Map Selected!","未选择任何星图！"
基础,main.xml,IntelByCursor,"Show Intel Summary By Cursor","在鼠标指针附近显示行星信息"
基础,main.xml,ManagePlayers_StatusActive,"Active","启用"
基础,main.xml,Updates_openUpdateFileTitle,"Choose A Manually-Downloaded Update File To Install","选择一个已手动下载的更新包来进行更新（不建议）"
基础,main.xml,TMines,"Mines","空雷"
基础,main.xml,RiotControlStarshipII_Template_3_Desc,"Medium range machine guns, a shotgun, a forcefield, and the experimental tazer module.","装备中距离武器，1个霰弹枪，1个防暴盾，及1个电气枪。"
基础,main.xml,NMapSimple,"Connections between planets are simpler and easier to see.
 
This is the recommended mode for new players, but it will result in fewer unique maps.","行星间的连接较简单。
 
推荐新手玩家使用。"
基础,main.xml,NPartialFog,"Your team must already have ships on a planet to see enemy ships on it, but you can always see who owns each planet as well as each planet's level.","您的队伍必须有至少1艘飞船在行星上才能看到此行星上敌人的单位，但您总是能看到谁拥有此行星。"
基础,main.xml,Header_AIProgressExp,"The AI Progress is perhaps the most important number in your HUD. It measures the aggressiveness of the AI, 
which goes up when you take action against the AI, and which goes down when you destroy data centers.
As the AI Progress gets higher, the AI will also start using higher-tech ships (current level shown in parentheses).","人工智能进度是您的游戏界面显示的数值中最重要的。它描述了人工智能的侵略性。
当您采取行动对抗人工智能时它将上升，当您摧毁敌人的数据中心时它将下降。
当人工智能进度增加时，人工智能将使用更高级的部队（当前部队等级在下方带括号的数字中显示）。"
基础,main.xml,PrimaryMission,"Primary Mission:    Eliminate the AI threat by destroying their home planet Command Stations.","主要任务：消灭人工智能，摧毁它们的母星指挥中心。"
基础,main.xml,son,"on","对"
基础,main.xml,LoadFailed6,"Game saves prior to version ","在游戏版本"
基础,main.xml,DGalMap,"Switch To Galaxy Map (TAB)","切换到星系视图（也可按TAB键）"
基础,main.xml,StarsColor,"Colored (Default)","彩色的（默认）"
基础,main.xml,StatBest,"Best","最大每秒收入"
基础,main.xml,TransportUnload1,"Unload ","从运输单位卸载"
基础,main.xml,SecondaryData,"AI Progress:    Disrupt AI production by destroying their Data Centers.","人工智能进度：摧毁数据中心来降低进度。"
基础,main.xml,UnhandledT,"An Unhandled Exception Has Occurred","发生未处理的错误"
基础,main.xml,UnlockedTech,"Unlocked Technologies","已解锁的科技"
基础,main.xml,Intro_credits6,"BETA TESTERS","BETA测试"
基础,main.xml,Game_speed,"Speed","速度"
基础,main.xml,SecondAI,"Second AI:","人工智能2："
基础,main.xml,EnableCheats,"Enable Cheats","启用作弊码"
基础,main.xml,TParasites,"Parasites","寄生虫"
基础,main.xml,QuitGame,"Quit Game","退出当前游戏"
基础,main.xml,LoadFailed2,"This savegame is from version ","存档来自游戏版本为"
基础,main.xml,EnemyMarkI,"Mark I: ","I型单位："
基础,main.xml,LabExhausted,"Exhausted","耗尽了"
基础,main.xml,RiotControlStarshipI_Template_2_Full,"Arrestor","平衡组合"
基础,main.xml,InterfaceSettings,"Interface","界面"
基础,main.xml,InvalidFilename1,"The character '","字符“"
基础,main.xml,NAITypeDiffEasy,"EASIER","简单"
基础,main.xml,SaveFailed1,"Could not save your file!  Details below:","无法保存您的存档！详情如下："
基础,main.xml,chkAutomaticallyCheckForUpdates,"Automatically Check For Updates On Game Start","启动程序时自动检查更新（不建议）"
基础,main.xml,ShipTransported,"Transported","运输中"
基础,main.xml,WeaponVolume,"Weapon Sound Volume:","武器音效音量："
基础,main.xml,No,"No","不是"
基础,main.xml,NotReadyM,"Host cannot start the game until each players has clicked the Ready checkbox next to his/her name.","并非所有玩家都准备完毕，游戏无法开始。"
基础,main.xml,EAITTrain,"Double the normal number of astro trains.","星际列车数为正常的2倍。"
基础,main.xml,Score_LastTurn,"Last Turn","最后"
基础,main.xml,OK,"OK","没问题"
基础,main.xml,BackToStats,"Back To Stats","返回到详细数据列表"
基础,main.xml,StartGame,"Start Game","游戏开始"
基础,main.xml,Avenger_Template_1_Abbr,"DFLT","默认"
基础,main.xml,InvalidKey2,"Please make sure you typed it correctly, with the dashes included.","请确认您输入了正确的许可密钥。"
基础,main.xml,NoFocus,"Game Does Not Have Input Focus...","游戏处于非选中状态……"
基础,main.xml,NetworkPort,"UDP Network Port:","UDP端口："
基础,main.xml,BuildTime,"Time To Build: ","建造时间："
基础,main.xml,Unused,"Unused","未使用"
基础,main.xml,TAIMod,"AI Modifier","人工智能选项"
基础,main.xml,DPriority9,"Click this button (or press Alt+0), then left-click a planet to set its priority to 9.
Setting the priority of a planet is just for your team's reference in strategic planning.
Left-click to set a planet's priority, right-click to clear it.","点击此按钮（或按下Alt+9），然后左键单击一个行星来将它的优先级设为9。
设置行星优先级可以给您的队伍的行动提供参考。
左键单击以设定优先级，右键单击以取消。"
基础,main.xml,SaveGame,"Save Game","保存当前游戏"
基础,main.xml,AvailableShips,"Available Ships:","单位类型："
基础,main.xml,NStarship,"Starships","星舰"
基础,main.xml,DEnableShips,"The host sets whether or not these ships will be included in the game.
 ","主机可以设定是否在游戏里启用这些部队类型。"
基础,main.xml,Expansion1Explain,"You currently able to play with the TRIAL version of The Zenith Remnant's features, but each campaign is limited to 3 hours if you opt to do so.

To unlock the full version of the expansion, please enter your license key below.","您的天顶残存扩展包是试玩版本，每局游戏时间不能超过3小时。

要解锁完整版的游戏，请在下面输入许可密钥。"
基础,main.xml,HighScores_GameTime,"Game Time","游戏时间"
基础,main.xml,EnterMessage,"Enter A Message To Send To Your Team","输入您想对盟友发送的消息"
基础,main.xml,ShotMinElec,"Minor Electric","微型电气弹"
基础,main.xml,BFilterTeam,"Te","友"
基础,main.xml,StarsGray,"Gray Patterns","灰色"
基础,main.xml,AIDifficultyItem1,"1 Sandbox","1 天真傻子"
基础,main.xml,TLoadGame,"Load Saved Game","读取游戏存档"
基础,main.xml,Warn_Mines,"Your ships have flown into a minefield on","您的飞船陷入了敌人的雷区，雷区位于："
基础,main.xml,DTotals1,"Galaxy Totals
--------------------
Planets Held By You:              ","星系统计
--------------------
您拥有的行星数："
基础,main.xml,KnowledgeRate,"Knowledge Income Rate","知识收入率"
基础,main.xml,StatNLost,"# Lost","玩家损失"
基础,main.xml,SyncingGame4,"Populating Planetary Objects...","填充行星物体……"
基础,main.xml,TAITCore,"The Core","核心"
基础,main.xml,TotalResources2,"Metal: ","金属："
基础,main.xml,NAITHammer,"Waves slam into one player planet after another, with potentially fatal effect.
 ","不停地向玩家的行星发动攻势，可能会造成不好的后果。"
基础,main.xml,CombatStyleChanged,":    Combat Style Set To: ","：战斗方式设置为："
基础,main.xml,MFindMilitaryT,"Ship Types - Mobile Military","单位类型-可移动的部队"
基础,main.xml,ShotDarkMatter,"Dark Matter","暗物质"
基础,main.xml,NCrossPlanetWaves,"Waves will spawn on an AI planet and travel across normal space rather than spawning at one of your wormholes.  As a result, you will not generally know where the wave will spawn.  NOTE: this can make the game much more difficult, perhaps impossibly so.","攻势将从敌人的一个行星上产生并向您的行星前进，而不是直接从虫洞里出现。因此您恐怕无法得知攻势将在哪里产生。这可能使游戏难度大大提高。"
基础,main.xml,ShotFlare,"Flare","照明弹"
基础,main.xml,ShipManufactory,"Manufactories","制造工厂"
基础,main.xml,BuildQBuild,"Building...","建造中……"
基础,main.xml,DQuitGame,"Exit the game.","离开游戏。"
基础,main.xml,NAITypeDiffHard,"HARDER","困难"
基础,main.xml,ShowToolbar,"Show Window Toolbar","显示窗口工具栏"
基础,main.xml,ExpansionExplainHeader,"Explanation","扩展包"
